"method","true_group","tau_true","iteration","estimate"
"DP Bayes","Group A (tau=2)",2,308,1.99024291049783
"Flexible","Group A (tau=2)",2,308,1.98694065160699
"L0 (L=0.5)","Group A (tau=2)",2,308,1.98783753498096
"Pooled","Group A (tau=2)",2,308,2.57820787482483
"DP Bayes","Group B (tau=4)",4,308,3.95225566622579
"Flexible","Group B (tau=4)",4,308,3.93374568865053
"L0 (L=0.5)","Group B (tau=4)",4,308,3.95573866779383
"Pooled","Group B (tau=4)",4,308,2.57820787482483
"DP Bayes","Group A (tau=2)",2,309,2.04381995392708
"Flexible","Group A (tau=2)",2,309,2.03423840641326
"L0 (L=0.5)","Group A (tau=2)",2,309,2.04530485051035
"Pooled","Group A (tau=2)",2,309,2.65632879871727
"DP Bayes","Group B (tau=4)",4,309,4.08250385459809
"Flexible","Group B (tau=4)",4,309,4.07642263417184
"L0 (L=0.5)","Group B (tau=4)",4,309,4.08205134453344
"Pooled","Group B (tau=4)",4,309,2.65632879871727
"DP Bayes","Group A (tau=2)",2,310,1.95336098256479
"Flexible","Group A (tau=2)",2,310,1.95809761226325
"L0 (L=0.5)","Group A (tau=2)",2,310,1.95583967517013
"Pooled","Group A (tau=2)",2,310,2.55919563032309
"DP Bayes","Group B (tau=4)",4,310,3.96201566320625
"Flexible","Group B (tau=4)",4,310,3.9631429637095
"L0 (L=0.5)","Group B (tau=4)",4,310,3.96702619234666
"Pooled","Group B (tau=4)",4,310,2.55919563032309
"DP Bayes","Group A (tau=2)",2,311,1.97837040313255
"Flexible","Group A (tau=2)",2,311,1.97788778496454
"L0 (L=0.5)","Group A (tau=2)",2,311,1.97928494036052
"Pooled","Group A (tau=2)",2,311,2.58517365969597
"DP Bayes","Group B (tau=4)",4,311,3.9898026064068
"Flexible","Group B (tau=4)",4,311,3.98242365072385
"L0 (L=0.5)","Group B (tau=4)",4,311,3.99891400481206
"Pooled","Group B (tau=4)",4,311,2.58517365969597
"DP Bayes","Group A (tau=2)",2,312,2.01574673885428
"Flexible","Group A (tau=2)",2,312,2.02593688516808
"L0 (L=0.5)","Group A (tau=2)",2,312,2.01717528280994
"Pooled","Group A (tau=2)",2,312,2.61921930701738
"DP Bayes","Group B (tau=4)",4,312,4.0237754630728
"Flexible","Group B (tau=4)",4,312,4.02042387159852
"L0 (L=0.5)","Group B (tau=4)",4,312,4.02398869683473
"Pooled","Group B (tau=4)",4,312,2.61921930701738
"DP Bayes","Group A (tau=2)",2,313,2.00275235406888
"Flexible","Group A (tau=2)",2,313,1.99242624579466
"L0 (L=0.5)","Group A (tau=2)",2,313,2.00027480814014
"Pooled","Group A (tau=2)",2,313,2.59846723136882
"DP Bayes","Group B (tau=4)",4,313,4.0018642345782
"Flexible","Group B (tau=4)",4,313,4.00757533881425
"L0 (L=0.5)","Group B (tau=4)",4,313,3.99424955223573
"Pooled","Group B (tau=4)",4,313,2.59846723136882
"DP Bayes","Group A (tau=2)",2,314,2.0106811776471
"Flexible","Group A (tau=2)",2,314,2.02700262746484
"L0 (L=0.5)","Group A (tau=2)",2,314,2.01239706265841
"Pooled","Group A (tau=2)",2,314,2.61945908208815
"DP Bayes","Group B (tau=4)",4,314,4.03410208801804
"Flexible","Group B (tau=4)",4,314,4.02137895381741
"L0 (L=0.5)","Group B (tau=4)",4,314,4.0359371274242
"Pooled","Group B (tau=4)",4,314,2.61945908208815
"DP Bayes","Group A (tau=2)",2,315,1.99714746507867
"Flexible","Group A (tau=2)",2,315,2.01610365932256
"L0 (L=0.5)","Group A (tau=2)",2,315,1.99720491285584
"Pooled","Group A (tau=2)",2,315,2.58645023906233
"DP Bayes","Group B (tau=4)",4,315,3.95393573583516
"Flexible","Group B (tau=4)",4,315,3.99619806946403
"L0 (L=0.5)","Group B (tau=4)",4,315,3.96135600021081
"Pooled","Group B (tau=4)",4,315,2.58645023906233
"DP Bayes","Group A (tau=2)",2,316,1.95138686110158
"Flexible","Group A (tau=2)",2,316,1.93295635025542
"L0 (L=0.5)","Group A (tau=2)",2,316,1.95403005451467
"Pooled","Group A (tau=2)",2,316,2.56001708926022
"DP Bayes","Group B (tau=4)",4,316,3.97774434202749
"Flexible","Group B (tau=4)",4,316,3.93963842025741
"L0 (L=0.5)","Group B (tau=4)",4,316,3.97398683699984
"Pooled","Group B (tau=4)",4,316,2.56001708926022
"DP Bayes","Group A (tau=2)",2,317,2.00632751411329
"Flexible","Group A (tau=2)",2,317,1.99570238295839
"L0 (L=0.5)","Group A (tau=2)",2,317,2.00269283830804
"Pooled","Group A (tau=2)",2,317,2.61008936586091
"DP Bayes","Group B (tau=4)",4,317,4.01942351734966
"Flexible","Group B (tau=4)",4,317,4.02595578364378
"L0 (L=0.5)","Group B (tau=4)",4,317,4.02734793015095
"Pooled","Group B (tau=4)",4,317,2.61008936586091
"DP Bayes","Group A (tau=2)",2,318,1.96801357338302
"Flexible","Group A (tau=2)",2,318,1.98264212164042
"L0 (L=0.5)","Group A (tau=2)",2,318,1.97546838547622
"Pooled","Group A (tau=2)",2,318,2.59034549616222
"DP Bayes","Group B (tau=4)",4,318,4.02654121497569
"Flexible","Group B (tau=4)",4,318,4.02283852552684
"L0 (L=0.5)","Group B (tau=4)",4,318,4.02505875442954
"Pooled","Group B (tau=4)",4,318,2.59034549616222
"DP Bayes","Group A (tau=2)",2,319,2.03035388186233
"Flexible","Group A (tau=2)",2,319,2.02682427007804
"L0 (L=0.5)","Group A (tau=2)",2,319,2.02641146151462
"Pooled","Group A (tau=2)",2,319,2.59448680564623
"DP Bayes","Group B (tau=4)",4,319,3.9190052379028
"Flexible","Group B (tau=4)",4,319,3.94967229513446
"L0 (L=0.5)","Group B (tau=4)",4,319,3.91999594195331
"Pooled","Group B (tau=4)",4,319,2.59448680564623
"DP Bayes","Group A (tau=2)",2,320,2.01393163098925
"Flexible","Group A (tau=2)",2,320,2.0085236372646
"L0 (L=0.5)","Group A (tau=2)",2,320,2.01594325080988
"Pooled","Group A (tau=2)",2,320,2.60601522998028
"DP Bayes","Group B (tau=4)",4,320,3.97947469213389
"Flexible","Group B (tau=4)",4,320,3.97207195505448
"L0 (L=0.5)","Group B (tau=4)",4,320,3.98284984804457
"Pooled","Group B (tau=4)",4,320,2.60601522998028
"DP Bayes","Group A (tau=2)",2,321,1.99385323974781
"Flexible","Group A (tau=2)",2,321,2.00169411342607
"L0 (L=0.5)","Group A (tau=2)",2,321,1.99472677871916
"Pooled","Group A (tau=2)",2,321,2.59994111920872
"DP Bayes","Group B (tau=4)",4,321,4.01038154967654
"Flexible","Group B (tau=4)",4,321,4.00346821635808
"L0 (L=0.5)","Group B (tau=4)",4,321,4.01210791368433
"Pooled","Group B (tau=4)",4,321,2.59994111920872
"DP Bayes","Group A (tau=2)",2,322,1.99263649601718
"Flexible","Group A (tau=2)",2,322,1.96717982546991
"L0 (L=0.5)","Group A (tau=2)",2,322,1.98621949006536
"Pooled","Group A (tau=2)",2,322,2.59037688369755
"DP Bayes","Group B (tau=4)",4,322,3.96797191323746
"Flexible","Group B (tau=4)",4,322,3.99108699054064
"L0 (L=0.5)","Group B (tau=4)",4,322,3.97215159761619
"Pooled","Group B (tau=4)",4,322,2.59037688369755
"DP Bayes","Group A (tau=2)",2,323,2.00226291784517
"Flexible","Group A (tau=2)",2,323,1.99079638245102
"L0 (L=0.5)","Group A (tau=2)",2,323,2.00716397556191
"Pooled","Group A (tau=2)",2,323,2.60829042061768
"DP Bayes","Group B (tau=4)",4,323,4.00773547675987
"Flexible","Group B (tau=4)",4,323,4.0125802512837
"L0 (L=0.5)","Group B (tau=4)",4,323,4.01091879241447
"Pooled","Group B (tau=4)",4,323,2.60829042061768
"DP Bayes","Group A (tau=2)",2,324,2.00432790533778
"Flexible","Group A (tau=2)",2,324,2.01922511090411
"L0 (L=0.5)","Group A (tau=2)",2,324,2.00405000813668
"Pooled","Group A (tau=2)",2,324,2.60986220293483
"DP Bayes","Group B (tau=4)",4,324,4.02204226173532
"Flexible","Group B (tau=4)",4,324,4.01278922145102
"L0 (L=0.5)","Group B (tau=4)",4,324,4.02342399079716
"Pooled","Group B (tau=4)",4,324,2.60986220293483
"DP Bayes","Group A (tau=2)",2,325,2.02138296196414
"Flexible","Group A (tau=2)",2,325,2.05114716850095
"L0 (L=0.5)","Group A (tau=2)",2,325,2.02441076046434
"Pooled","Group A (tau=2)",2,325,2.6117725640932
"DP Bayes","Group B (tau=4)",4,325,3.98178713873674
"Flexible","Group B (tau=4)",4,325,4.0046829345596
"L0 (L=0.5)","Group B (tau=4)",4,325,3.98228343922724
"Pooled","Group B (tau=4)",4,325,2.6117725640932
"DP Bayes","Group A (tau=2)",2,326,2.06019911015015
"Flexible","Group A (tau=2)",2,326,2.0367425266714
"L0 (L=0.5)","Group A (tau=2)",2,326,2.05963616921297
"Pooled","Group A (tau=2)",2,326,2.67935589139419
"DP Bayes","Group B (tau=4)",4,326,4.12409746571705
"Flexible","Group B (tau=4)",4,326,4.12292999136384
"L0 (L=0.5)","Group B (tau=4)",4,326,4.12536857648366
"Pooled","Group B (tau=4)",4,326,2.67935589139419
"DP Bayes","Group A (tau=2)",2,327,2.02690684010098
"Flexible","Group A (tau=2)",2,327,2.01633920096627
"L0 (L=0.5)","Group A (tau=2)",2,327,2.02576207673312
"Pooled","Group A (tau=2)",2,327,2.61507383451397
"DP Bayes","Group B (tau=4)",4,327,3.99169764254742
"Flexible","Group B (tau=4)",4,327,3.99128114214569
"L0 (L=0.5)","Group B (tau=4)",4,327,3.99013460266926
"Pooled","Group B (tau=4)",4,327,2.61507383451397
"DP Bayes","Group A (tau=2)",2,328,1.9614265203989
"Flexible","Group A (tau=2)",2,328,2.002434748032
"L0 (L=0.5)","Group A (tau=2)",2,328,1.99103665805999
"Pooled","Group A (tau=2)",2,328,2.56548110211805
"DP Bayes","Group B (tau=4)",4,328,3.94505429281688
"Flexible","Group B (tau=4)",4,328,3.93372223284715
"L0 (L=0.5)","Group B (tau=4)",4,328,3.93253612455664
"Pooled","Group B (tau=4)",4,328,2.56548110211805
"DP Bayes","Group A (tau=2)",2,329,1.99518564725819
"Flexible","Group A (tau=2)",2,329,1.97693596978837
"L0 (L=0.5)","Group A (tau=2)",2,329,1.99292946010239
"Pooled","Group A (tau=2)",2,329,2.60505908622838
"DP Bayes","Group B (tau=4)",4,329,4.04199462281468
"Flexible","Group B (tau=4)",4,329,3.98748495665529
"L0 (L=0.5)","Group B (tau=4)",4,329,4.03336154718903
"Pooled","Group B (tau=4)",4,329,2.60505908622838
"DP Bayes","Group A (tau=2)",2,330,2.04892042280482
"Flexible","Group A (tau=2)",2,330,2.02201841775443
"L0 (L=0.5)","Group A (tau=2)",2,330,2.04825145879043
"Pooled","Group A (tau=2)",2,330,2.62345271952444
"DP Bayes","Group B (tau=4)",4,330,3.96748035903925
"Flexible","Group B (tau=4)",4,330,3.96509913982229
"L0 (L=0.5)","Group B (tau=4)",4,330,3.96558899457048
"Pooled","Group B (tau=4)",4,330,2.62345271952444
"DP Bayes","Group A (tau=2)",2,331,2.00135960058414
"Flexible","Group A (tau=2)",2,331,1.99426614102172
"L0 (L=0.5)","Group A (tau=2)",2,331,2.01033443432834
"Pooled","Group A (tau=2)",2,331,2.62162841505318
"DP Bayes","Group B (tau=4)",4,331,4.04617980137127
"Flexible","Group B (tau=4)",4,331,4.00220368359579
"L0 (L=0.5)","Group B (tau=4)",4,331,4.04798103674448
"Pooled","Group B (tau=4)",4,331,2.62162841505318
"DP Bayes","Group A (tau=2)",2,332,2.00743000658791
"Flexible","Group A (tau=2)",2,332,2.00910183993447
"L0 (L=0.5)","Group A (tau=2)",2,332,2.00164604234022
"Pooled","Group A (tau=2)",2,332,2.59453645666556
"DP Bayes","Group B (tau=4)",4,332,3.9758503233704
"Flexible","Group B (tau=4)",4,332,4.01461099041726
"L0 (L=0.5)","Group B (tau=4)",4,332,3.97794742342469
"Pooled","Group B (tau=4)",4,332,2.59453645666556
"DP Bayes","Group A (tau=2)",2,333,2.02773190001768
"Flexible","Group A (tau=2)",2,333,2.03212910498775
"L0 (L=0.5)","Group A (tau=2)",2,333,2.02916471363998
"Pooled","Group A (tau=2)",2,333,2.60621670337493
"DP Bayes","Group B (tau=4)",4,333,3.94443665795243
"Flexible","Group B (tau=4)",4,333,3.98482804525588
"L0 (L=0.5)","Group B (tau=4)",4,333,3.95267134608981
"Pooled","Group B (tau=4)",4,333,2.60621670337493
"DP Bayes","Group A (tau=2)",2,334,2.00996062492496
"Flexible","Group A (tau=2)",2,334,2.02624474122098
"L0 (L=0.5)","Group A (tau=2)",2,334,2.00765166344739
"Pooled","Group A (tau=2)",2,334,2.61041010566028
"DP Bayes","Group B (tau=4)",4,334,4.02273218012056
"Flexible","Group B (tau=4)",4,334,4.02629743746002
"L0 (L=0.5)","Group B (tau=4)",4,334,4.0168464708237
"Pooled","Group B (tau=4)",4,334,2.61041010566028
"DP Bayes","Group A (tau=2)",2,335,2.02442500826718
"Flexible","Group A (tau=2)",2,335,2.03409457681903
"L0 (L=0.5)","Group A (tau=2)",2,335,2.02508894657677
"Pooled","Group A (tau=2)",2,335,2.62207758917212
"DP Bayes","Group B (tau=4)",4,335,4.01253378468686
"Flexible","Group B (tau=4)",4,335,3.96685066576597
"L0 (L=0.5)","Group B (tau=4)",4,335,4.01505108856126
"Pooled","Group B (tau=4)",4,335,2.62207758917212
"DP Bayes","Group A (tau=2)",2,336,1.94890763545565
"Flexible","Group A (tau=2)",2,336,1.95153691561943
"L0 (L=0.5)","Group A (tau=2)",2,336,1.94383648241467
"Pooled","Group A (tau=2)",2,336,2.5402771730033
"DP Bayes","Group B (tau=4)",4,336,3.94634437693809
"Flexible","Group B (tau=4)",4,336,3.9449858034662
"L0 (L=0.5)","Group B (tau=4)",4,336,3.93197211771012
"Pooled","Group B (tau=4)",4,336,2.5402771730033
"DP Bayes","Group A (tau=2)",2,337,2.04364692300068
"Flexible","Group A (tau=2)",2,337,2.03984468712599
"L0 (L=0.5)","Group A (tau=2)",2,337,2.04649139577233
"Pooled","Group A (tau=2)",2,337,2.65601163015571
"DP Bayes","Group B (tau=4)",4,337,4.07981427396491
"Flexible","Group B (tau=4)",4,337,4.08625472177569
"L0 (L=0.5)","Group B (tau=4)",4,337,4.07822551038358
"Pooled","Group B (tau=4)",4,337,2.65601163015571
"DP Bayes","Group A (tau=2)",2,338,1.95934682457764
"Flexible","Group A (tau=2)",2,338,1.9747155756732
"L0 (L=0.5)","Group A (tau=2)",2,338,1.95915004545042
"Pooled","Group A (tau=2)",2,338,2.58099236621575
"DP Bayes","Group B (tau=4)",4,338,4.03196215686643
"Flexible","Group B (tau=4)",4,338,4.04699131876149
"L0 (L=0.5)","Group B (tau=4)",4,338,4.03195778133483
"Pooled","Group B (tau=4)",4,338,2.58099236621575
"DP Bayes","Group A (tau=2)",2,339,1.99703953935423
"Flexible","Group A (tau=2)",2,339,1.97567721793899
"L0 (L=0.5)","Group A (tau=2)",2,339,1.99871137289218
"Pooled","Group A (tau=2)",2,339,2.58831482803805
"DP Bayes","Group B (tau=4)",4,339,3.96257991214349
"Flexible","Group B (tau=4)",4,339,3.94637294659156
"L0 (L=0.5)","Group B (tau=4)",4,339,3.96405622337842
"Pooled","Group B (tau=4)",4,339,2.58831482803805
"DP Bayes","Group A (tau=2)",2,340,2.05465890559681
"Flexible","Group A (tau=2)",2,340,2.06116740238078
"L0 (L=0.5)","Group A (tau=2)",2,340,2.05397380531194
"Pooled","Group A (tau=2)",2,340,2.64880353550823
"DP Bayes","Group B (tau=4)",4,340,4.03687910019884
"Flexible","Group B (tau=4)",4,340,4.048106668114
"L0 (L=0.5)","Group B (tau=4)",4,340,4.03673957263288
"Pooled","Group B (tau=4)",4,340,2.64880353550823
"DP Bayes","Group A (tau=2)",2,341,2.01256729014632
"Flexible","Group A (tau=2)",2,341,2.01508150639467
"L0 (L=0.5)","Group A (tau=2)",2,341,2.01605585380563
"Pooled","Group A (tau=2)",2,341,2.62913763473921
"DP Bayes","Group B (tau=4)",4,341,4.0577859243896
"Flexible","Group B (tau=4)",4,341,4.06360891980443
"L0 (L=0.5)","Group B (tau=4)",4,341,4.05966179025093
"Pooled","Group B (tau=4)",4,341,2.62913763473921
"DP Bayes","Group A (tau=2)",2,342,1.99204571392892
"Flexible","Group A (tau=2)",2,342,2.00429902089996
"L0 (L=0.5)","Group A (tau=2)",2,342,1.99905090690273
"Pooled","Group A (tau=2)",2,342,2.58748451979807
"DP Bayes","Group B (tau=4)",4,342,3.95497585541104
"Flexible","Group B (tau=4)",4,342,3.95559115945365
"L0 (L=0.5)","Group B (tau=4)",4,342,3.96049628322053
"Pooled","Group B (tau=4)",4,342,2.58748451979807
"DP Bayes","Group A (tau=2)",2,343,1.96925934984963
"Flexible","Group A (tau=2)",2,343,1.9669458190881
"L0 (L=0.5)","Group A (tau=2)",2,343,1.97100338187654
"Pooled","Group A (tau=2)",2,343,2.57003167138784
"DP Bayes","Group B (tau=4)",4,343,3.96734964227835
"Flexible","Group B (tau=4)",4,343,3.96536291976563
"L0 (L=0.5)","Group B (tau=4)",4,343,3.96776434691422
"Pooled","Group B (tau=4)",4,343,2.57003167138784
"DP Bayes","Group A (tau=2)",2,344,1.99904442922309
"Flexible","Group A (tau=2)",2,344,1.98883395073259
"L0 (L=0.5)","Group A (tau=2)",2,344,2.00279960372079
"Pooled","Group A (tau=2)",2,344,2.57771563424155
"DP Bayes","Group B (tau=4)",4,344,3.92399699839652
"Flexible","Group B (tau=4)",4,344,3.91922311880059
"L0 (L=0.5)","Group B (tau=4)",4,344,3.91918637212331
"Pooled","Group B (tau=4)",4,344,2.57771563424155
"DP Bayes","Group A (tau=2)",2,345,2.02646191433341
"Flexible","Group A (tau=2)",2,345,2.0313704635226
"L0 (L=0.5)","Group A (tau=2)",2,345,2.02640446855641
"Pooled","Group A (tau=2)",2,345,2.62715518134818
"DP Bayes","Group B (tau=4)",4,345,4.02513655220878
"Flexible","Group B (tau=4)",4,345,4.01748594415271
"L0 (L=0.5)","Group B (tau=4)",4,345,4.02890684452896
"Pooled","Group B (tau=4)",4,345,2.62715518134818
"DP Bayes","Group A (tau=2)",2,346,1.95735413106978
"Flexible","Group A (tau=2)",2,346,1.96377421075698
"L0 (L=0.5)","Group A (tau=2)",2,346,1.95732626327578
"Pooled","Group A (tau=2)",2,346,2.55509180886644
"DP Bayes","Group B (tau=4)",4,346,3.95559643220157
"Flexible","Group B (tau=4)",4,346,3.96704226671935
"L0 (L=0.5)","Group B (tau=4)",4,346,3.94987808191128
"Pooled","Group B (tau=4)",4,346,2.55509180886644
"DP Bayes","Group A (tau=2)",2,347,1.95597477127068
"Flexible","Group A (tau=2)",2,347,1.96145844589917
"L0 (L=0.5)","Group A (tau=2)",2,347,1.96169074063462
"Pooled","Group A (tau=2)",2,347,2.57100386540334
"DP Bayes","Group B (tau=4)",4,347,3.98985068279542
"Flexible","Group B (tau=4)",4,347,3.98389098953234
"L0 (L=0.5)","Group B (tau=4)",4,347,3.99273448986366
"Pooled","Group B (tau=4)",4,347,2.57100386540334
"DP Bayes","Group A (tau=2)",2,348,1.99250809389317
"Flexible","Group A (tau=2)",2,348,1.98051828235201
"L0 (L=0.5)","Group A (tau=2)",2,348,2.00118328719664
"Pooled","Group A (tau=2)",2,348,2.60591818372254
"DP Bayes","Group B (tau=4)",4,348,4.01151120756984
"Flexible","Group B (tau=4)",4,348,3.99574272793944
"L0 (L=0.5)","Group B (tau=4)",4,348,4.01696627561631
"Pooled","Group B (tau=4)",4,348,2.60591818372254
"DP Bayes","Group A (tau=2)",2,349,2.03848681093803
"Flexible","Group A (tau=2)",2,349,2.04021159628834
"L0 (L=0.5)","Group A (tau=2)",2,349,2.04033216437375
"Pooled","Group A (tau=2)",2,349,2.63212708139275
"DP Bayes","Group B (tau=4)",4,349,4.01446379828672
"Flexible","Group B (tau=4)",4,349,4.00490190071181
"L0 (L=0.5)","Group B (tau=4)",4,349,4.01298188777041
"Pooled","Group B (tau=4)",4,349,2.63212708139275
"DP Bayes","Group A (tau=2)",2,350,1.99028090423704
"Flexible","Group A (tau=2)",2,350,2.00772179865952
"L0 (L=0.5)","Group A (tau=2)",2,350,1.99067250962622
"Pooled","Group A (tau=2)",2,350,2.57675722733489
"DP Bayes","Group B (tau=4)",4,350,3.94563409058789
"Flexible","Group B (tau=4)",4,350,4.00325703866071
"L0 (L=0.5)","Group B (tau=4)",4,350,3.94428823532176
"Pooled","Group B (tau=4)",4,350,2.57675722733489
"DP Bayes","Group A (tau=2)",2,351,2.03704819398502
"Flexible","Group A (tau=2)",2,351,2.04505445020303
"L0 (L=0.5)","Group A (tau=2)",2,351,2.03754880959203
"Pooled","Group A (tau=2)",2,351,2.62582635993838
"DP Bayes","Group B (tau=4)",4,351,3.99605626748605
"Flexible","Group B (tau=4)",4,351,4.00450746981649
"L0 (L=0.5)","Group B (tau=4)",4,351,3.99847397741323
"Pooled","Group B (tau=4)",4,351,2.62582635993838
"DP Bayes","Group A (tau=2)",2,352,2.01935237059
"Flexible","Group A (tau=2)",2,352,2.01918099268619
"L0 (L=0.5)","Group A (tau=2)",2,352,2.01623655694677
"Pooled","Group A (tau=2)",2,352,2.64797018941166
"DP Bayes","Group B (tau=4)",4,352,4.11822422061251
"Flexible","Group B (tau=4)",4,352,4.10280881565432
"L0 (L=0.5)","Group B (tau=4)",4,352,4.12201533182971
"Pooled","Group B (tau=4)",4,352,2.64797018941166
"DP Bayes","Group A (tau=2)",2,353,2.01368375725377
"Flexible","Group A (tau=2)",2,353,1.99157059996748
"L0 (L=0.5)","Group A (tau=2)",2,353,2.0065051269931
"Pooled","Group A (tau=2)",2,353,2.6062144278629
"DP Bayes","Group B (tau=4)",4,353,4.00981277489779
"Flexible","Group B (tau=4)",4,353,3.99191175029558
"L0 (L=0.5)","Group B (tau=4)",4,353,4.00553612989242
"Pooled","Group B (tau=4)",4,353,2.6062144278629
"DP Bayes","Group A (tau=2)",2,354,1.96411941795529
"Flexible","Group A (tau=2)",2,354,1.97068930805276
"L0 (L=0.5)","Group A (tau=2)",2,354,1.95941724968729
"Pooled","Group A (tau=2)",2,354,2.58517608778081
"DP Bayes","Group B (tau=4)",4,354,4.04480787586785
"Flexible","Group B (tau=4)",4,354,4.08258714815771
"L0 (L=0.5)","Group B (tau=4)",4,354,4.04528004333234
"Pooled","Group B (tau=4)",4,354,2.58517608778081
"DP Bayes","Group A (tau=2)",2,355,1.96898269519705
"Flexible","Group A (tau=2)",2,355,1.9773740185802
"L0 (L=0.5)","Group A (tau=2)",2,355,1.97034599364413
"Pooled","Group A (tau=2)",2,355,2.58035231328329
"DP Bayes","Group B (tau=4)",4,355,4.00078950110113
"Flexible","Group B (tau=4)",4,355,4.04774061834737
"L0 (L=0.5)","Group B (tau=4)",4,355,4.00370039244133
"Pooled","Group B (tau=4)",4,355,2.58035231328329
"DP Bayes","Group A (tau=2)",2,356,2.01349030511874
"Flexible","Group A (tau=2)",2,356,1.99776997073982
"L0 (L=0.5)","Group A (tau=2)",2,356,2.01083007855979
"Pooled","Group A (tau=2)",2,356,2.62730196098901
"DP Bayes","Group B (tau=4)",4,356,4.06547712443996
"Flexible","Group B (tau=4)",4,356,4.01929876268813
"L0 (L=0.5)","Group B (tau=4)",4,356,4.06573635332388
"Pooled","Group B (tau=4)",4,356,2.62730196098901
"DP Bayes","Group A (tau=2)",2,357,2.06137328756172
"Flexible","Group A (tau=2)",2,357,2.04701356961732
"L0 (L=0.5)","Group A (tau=2)",2,357,2.04220934331279
"Pooled","Group A (tau=2)",2,357,2.64123328674141
"DP Bayes","Group B (tau=4)",4,357,3.97966849647402
"Flexible","Group B (tau=4)",4,357,3.91273041963876
"L0 (L=0.5)","Group B (tau=4)",4,357,3.93515582456507
"Pooled","Group B (tau=4)",4,357,2.64123328674141
"DP Bayes","Group A (tau=2)",2,358,1.91817060079735
"Flexible","Group A (tau=2)",2,358,1.90760786442828
